Alliance,Association,CaCode,MCVAboveAlliance,SumOfCountOfSurveyID,Inactivated,CaCodeUpdate,AllianceUpdate,AssociationUpdate,InactivationType,LineageNewCaCode
Ambrosia salsola – Bebbia juncea,Ambrosia salsola – Larrea tridentata,33.200.10,,56,FALSE,,,,,
Ambrosia salsola – Bebbia juncea,Ambrosia salsola – Psorothamnus schottii,33.200.09,,5,FALSE,,,,,
Ambrosia salsola – Bebbia juncea,Bebbia juncea,33.200.05,,34,FALSE,,,,,
Ambrosia salsola – Bebbia juncea,Brickellia incana,35.340.04,,7,FALSE,,,,,
Ambrosia salsola – Bebbia juncea,Senna armata – Ambrosia salsola,33.200.08,,15,FALSE,,,,,
Amelanchier utahensis – Cercocarpus montanus – Cercocarpus intricatus,Amelanchier utahensis,76.300.04,,2,FALSE,,,,,
Amelanchier utahensis – Cercocarpus montanus – Cercocarpus intricatus,Cercocarpus intricatus,76.300.01,,2,FALSE,,,,,
Ammophila arenaria,Ammophila arenaria,42.010.02,,14,FALSE,,,,,
Ammophila arenaria,Baccharis pilularis / Ammophila arenaria,32.060.07,,1,FALSE,,,,,
Amphipappus fremontii – Salvia funerea,Amphipappus fremontii (limestone),33.305.01,,4,FALSE,,,,,
Amphipappus fremontii – Salvia funerea,Salvia funerea,33.305.02,,9,FALSE,,,,,
"Amsinckia (intermedia, menziesii)",,42.110.00,,4,FALSE,,,,,
"Amsinckia (intermedia, menziesii)",Amsinckia menziesii – Erodium spp.,42.110.01,,1,FALSE,,,,,
"Amsinckia (menziesii, tessellata)",Phacelia tanacetifolia,42.110.04,,2,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",,42.110.00,,15,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",,42.110.00,,3,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.","Amsinckia (intermedia, menziesii)",42.110.03,,28,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Amsinckia menziesii – Erodium spp.,42.110.01,,1,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Amsinckia tessellata – Erodium cicutarium,42.110.05,,1,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Croton setigerus – (Trichostema lanceolatum),42.110.12,,1,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.","Eriogonum (angulosum, gracillimum) – Amsinckia tessellata",42.110.11,,2,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Phacelia cicutaria,42.110.09,,8,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Phacelia ciliata,42.110.06,,3,FALSE,,,,,
"Amsinckia (menziesii, tessellata) – Phacelia spp.",Phacelia tanacetifolia,42.110.04,,6,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis,,52.214.00,,8,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis,Anemopsis californica,52.214.02,,9,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis,Anemopsis californica – Juncus arcticus var. mexicanus,52.214.01,,7,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis,"Solidago (confinis, spectabilis)",52.214.03,,4,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis Alkaline Wet Meadow,,52.214.00,,2,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis Alkaline Wet Meadow,Anemopsis californica,52.214.02,,1,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis Alkaline Wet Meadow,Anemopsis californica – Juncus arcticus var. mexicanus,52.214.01,,3,FALSE,,,,,
Anemopsis californica – Helianthus nuttallii – Solidago spectabilis Alkaline Wet Meadow,"Solidago (confinis, spectabilis)",52.214.03,,4,FALSE,,,,,
Arbutus menziesii,,73.200.00,,5,FALSE,,,,,
Arbutus menziesii,Arbutus menziesii – (Quercus agrifolia),73.200.03,,17,FALSE,,,,,
Arbutus menziesii,Arbutus menziesii – Quercus agrifolia,73.200.03,,8,FALSE,,,,,
Arbutus menziesii,Arbutus menziesii – Umbellularia californica,73.200.04,,19,FALSE,,,,,
Arbutus menziesii,Arbutus menziesii – Umbellularia californica – Quercus kelloggii,73.200.02,,3,TRUE,,,,Lumped,73.200.04
"Arctostaphylos (bakeri, montana)",Arctostaphylos bakeri,37.324.01,,15,FALSE,,,,,
"Arctostaphylos (bakeri, montana)",Arctostaphylos montana,37.307.01,,4,FALSE,,,,,
"Arctostaphylos (canescens, manzanita, stanfordiana)",,37.323.00,,9,FALSE,,,,,
"Arctostaphylos (canescens, manzanita, stanfordiana)",Arctostaphylos auriculata,37.323.04,,4,FALSE,,,,,
"Arctostaphylos (canescens, manzanita, stanfordiana)",Arctostaphylos canescens,37.323.03,,5,FALSE,,,,,
"Arctostaphylos (canescens, manzanita, stanfordiana)",Arctostaphylos manzanita,37.323.01,,30,FALSE,,,,,
"Arctostaphylos (canescens, manzanita, stanfordiana)",Arctostaphylos stanfordiana,37.323.02,,8,FALSE,,,,,
"Arctostaphylos (crustacea, tomentosa)",,37.308.00,,3,FALSE,,,,,
"Arctostaphylos (crustacea, tomentosa)","Arctostaphylos (andersonii, pallida)",37.308.09,,5,FALSE,,,,,
"Arctostaphylos (crustacea, tomentosa)",Arctostaphylos crustacea,37.308.03,,23,FALSE,,,,,
"Arctostaphylos (crustacea, tomentosa)","Arctostaphylos crustacea – Adenostoma fasciculatum – Ceanothus (cuneatus, papillosus)",37.308.04,,20,FALSE,,,,,
"Arctostaphylos (crustacea, tomentosa)",Arctostaphylos silvicola,37.320.01,,41,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva)",Arctostaphylos nummularia,37.306.03,,10,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva)",Arctostaphylos nummularia ssp. nummularia,37.306.03,,1,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",,37.340.00,,1,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",Arctostaphylos montaraensis – Arctostaphylos imbricata,37.340.02,,4,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",Arctostaphylos nummularia,37.306.03,,1,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",Arctostaphylos sensitiva,37.340.01,,15,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",Chrysolepis chrysophylla – Arctostaphylos glandulosa,37.417.02,,1,FALSE,,,,,
"Arctostaphylos (nummularia, sensitiva) – Chrysolepis chrysophylla",Chrysolepis chrysophylla / Vaccinium ovatum,37.417.01,,6,FALSE,,,,,
Arctostaphylos glandulosa,,37.302.00,,4,FALSE,,,,,
Arctostaphylos glandulosa,Arctostaphylos glandulosa,37.302.01,,6,FALSE,,,,,
Arctostaphylos glandulosa,Arctostaphylos glandulosa – Adenostoma fasciculatum,37.106.13,,22,FALSE,,,,,
Arctostaphylos glandulosa,Arctostaphylos glandulosa – Adenostoma fasciculatum – Chamaebatia australis,37.106.14,,23,FALSE,,,,,
Arctostaphylos glandulosa,Arctostaphylos glandulosa – Cercocarpus montanus,37.302.03,,1,FALSE,,,,,
Arctostaphylos glandulosa,Arctostaphylos glandulosa ssp. adamsii,37.302.02,,1,FALSE,,,,,
Arctostaphylos glauca,,37.301.00,,17,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca,37.301.01,,8,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca – Adenostoma fasciculatum,,,4,FALSE,37.104.01,,,,
Arctostaphylos glauca,Arctostaphylos glauca – Adenostoma fasciculatum,37.104.01,,14,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca – Adenostoma fasciculatum – Diplacus aurantiacus,37.104.08,,3,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca – Adenostoma fasciculatum – Salvia mellifera,37.104.10,,1,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca – Artemisia californica – Salvia mellifera,37.301.03,,16,FALSE,,,,,
Arctostaphylos glauca,Arctostaphylos glauca / Melica torreyana,37.301.02,,27,FALSE,,,,,
Arctostaphylos patula,,37.303.00,,26,FALSE,,,,,
Arctostaphylos patula – Arctostaphylos nevadensis,Arctostaphylos nevadensis,37.303.03,,12,FALSE,,,,,
Arctostaphylos patula – Arctostaphylos nevadensis,Arctostaphylos patula,37.303.01,,14,FALSE,,,,,
Arctostaphylos patula – Arctostaphylos nevadensis,Arctostaphylos patula – Ceanothus velutinus,,,6,FALSE,37.303.04,,,,
Arctostaphylos patula – Arctostaphylos nevadensis,Arctostaphylos patula – Ceanothus velutinus – Ceanothus prostratus,37.303.04,,19,FALSE,,,,,
Arctostaphylos pringlei ssp. Drupacea,,37.310.00,,5,FALSE,,,,,
Arctostaphylos pringlei ssp. drupacea,Arctostaphylos pringlei ssp. drupacea – Arctostaphylos pungens,37.310.01,,1,FALSE,,,,,
Arctostaphylos pungens – Arctostaphylos pringlei,,37.310.00,,1,FALSE,,,,,
Arctostaphylos pungens – Arctostaphylos pringlei,Arctostaphylos parryana,37.310.04,,15,FALSE,,,,,
Arctostaphylos viscida,,37.305.00,,54,FALSE,,,,,
Arctostaphylos viscida,Arctostaphylos viscida,37.305.01,,18,FALSE,,,,,
Arctostaphylos viscida,Arctostaphylos viscida – Adenostoma fasciculatum,37.305.02,,2,FALSE,,,,,
Arctostaphylos viscida,Arctostaphylos viscida – Ceanothus jepsonii,37.305.08,,13,FALSE,,,,,
Arctostaphylos viscida,Arctostaphylos viscida – Quercus wislizeni,37.305.07,,2,FALSE,,,,,
Argentina egedii,,38.140.00,,1,TRUE,,,,Split,"45.189.00, 41.205.00"
Argentina egedii,Argentina egedii,38.140.01,,3,FALSE,,,,,
Argentina egedii,Festuca rubra – (Argentina egedii),38.140.05,,1,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,,41.660.00,,2,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,Elymus elymoides,41.660.04,,2,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,Elymus multisetus – Plantago erecta – Lolium perenne,41.650.01,,7,TRUE,,,,Lumped,41.650.02
Aristida purpurea – Elymus elymoides – Poa secunda,Poa secunda – (Elymus sp.) – Clarkia cylindrica,41.660.01,,10,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,Poa secunda – Bromus rubens,41.180.06,,3,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,Poa secunda – Bromus rubens,41.180.06,,1,FALSE,,,,,
Aristida purpurea – Elymus elymoides – Poa secunda,Poa secunda Shrub post-burn,41.660.02,,1,FALSE,,,,,
Artemisia arbuscula,,35.120.00,,7,FALSE,,,,,
Artemisia arbuscula,"Artemisia arbuscula –  Eriogonum (microthecum, sphaerocephalum)",,,4,FALSE,35.120.05,,,,
Artemisia arbuscula,Artemisia arbuscula / Bromus spp. –  Elymus caput-medusae,35.120.13,,15,FALSE,,,,,
Artemisia arbuscula,Artemisia arbuscula / Festuca idahoensis,35.120.03,,1,FALSE,,,,,
Artemisia arbuscula,Artemisia arbuscula / Poa secunda,35.120.14,,54,FALSE,,,,,
Artemisia arbuscula ssp. arbuscula,,35.120.00,,5,FALSE,,,,,
Artemisia arbuscula ssp. arbuscula,"Artemisia arbuscula – Eriogonum (microthecum, sphaerocephalum)",35.120.05,,3,FALSE,,,,,
Artemisia arbuscula ssp. arbuscula,Artemisia arbuscula (ssp. longiloba) / Stenotus acaulis,35.120.15,,4,FALSE,,,,,
Artemisia arbuscula ssp. arbuscula,Artemisia arbuscula / Poa secunda,35.120.14,,10,FALSE,,,,,
Artemisia californica,,32.010.00,,22,TRUE,,,,Merged,32.015.00
Artemisia californica,Artemisia californica,32.010.01,,22,FALSE,,,,,
Artemisia californica,Artemisia californica – Ceanothus ferrisiae,32.010.08,,3,TRUE,,,,Split,"32.015.00, 37.912.05"
Artemisia californica,Artemisia californica – Diplacus aurantiacus,32.010.11,,6,FALSE,,,,,
Artemisia californica,Artemisia californica – Eriogonum cinereum,32.010.07,,8,FALSE,,,,,
Artemisia californica,Artemisia californica – Opuntia littoralis,32.010.16,,8,FALSE,,,,,
Artemisia californica,Artemisia californica / Eschscholzia californica,32.010.13,,12,TRUE,,,,Split,"32.010.01, 32.010.20"
Artemisia californica,Artemisia californica / Leymus condensatus,32.010.14,,4,FALSE,,,,,
Artemisia californica,Artemisia californica / Nassella (pulchra),32.010.20,,1,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),,,,5,FALSE,32.015.00,,,,
Artemisia californica – (Salvia leucophylla),,32.015.00,,61,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica,32.010.01,,39,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica,32.010.01,,4,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica – Ceanothus ferrisiae,32.010.08,,1,TRUE,,,,Split,"32.015.00, 37.912.05"
Artemisia californica – (Salvia leucophylla),Artemisia californica – Diplacus aurantiacus,32.010.11,,42,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica – Eriogonum fasciculatum,,,7,FALSE,32.110.05,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica – Eriogonum fasciculatum,32.110.05,,4,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica – Eriogonum fasciculatum,32.110.05,,12,FALSE,,,,,
Artemisia californica – (Salvia leucophylla),Artemisia californica / Nassella (pulchra),32.010.20,,7,FALSE,,,,,
Artemisia californica – Eriogonum fasciculatum,,32.110.00,,12,TRUE,,,,Merged,32.015.00
Artemisia californica – Eriogonum fasciculatum,Artemisia californica – Eriogonum fasciculatum – Malosma laurina,32.110.06,,30,TRUE,,,,Merged,45.455.12
Artemisia californica – Eriogonum fasciculatum,Artemisia californica – Eriogonum fasciculatum – Opuntia littoralis / Dudleya (edulis),32.110.08,,40,FALSE,,,,,
Artemisia californica – Eriogonum fasciculatum,Artemisia californica – Eriogonum fasciculatum – Viguiera laciniata,32.110.09,,27,FALSE,,,,,
Artemisia californica – Salvia leucophylla,Artemisia californica,32.010.01,,4,FALSE,,,,,
Artemisia californica – Salvia leucophylla,Artemisia californica – (Salvia leucophylla) / Leymus condensatus,32.010.14,,6,FALSE,,,,,
Artemisia californica – Salvia leucophylla,Artemisia californica – Eriogonum fasciculatum,32.110.05,,1,FALSE,,,,,
Artemisia californica – Salvia leucophylla,Artemisia californica – Salvia leucophylla,32.010.04,,13,TRUE,,,,Lumped,32.090.01
Artemisia californica – Salvia leucophylla,Salvia leucophylla,32.090.03,,4,FALSE,,,,,
Artemisia californica – Salvia mellifera,,32.120.00,,2,TRUE,,,,Merged,32.025.00
Artemisia californica – Salvia mellifera,Artemisia californica – Salvia mellifera,32.120.01,,34,FALSE,,,,,
Artemisia cana,,35.150.00,,33,FALSE,,,,,
Artemisia cana,"Artemisia cana (ssp. bolanderi, ssp. viscidula) / Poa secunda",35.150.04,,27,FALSE,,,,,
Artemisia cana,"Artemisia cana (ssp. bolanderi, ssp. viscidula) / Poa secunda",35.150.08,,6,FALSE,,,,,
Artemisia dracunculus,,35.160.00,,3,FALSE,,,,,
Artemisia dracunculus,Artemisia dracunculus,35.160.01,,8,FALSE,,,,,
Artemisia nova,Artemisia nova,35.130.01,,1,FALSE,,,,,
Artemisia nova,Artemisia nova / Poa secunda,,,6,FALSE,35.130.04,,,,
Artemisia rothrockii,,35.140.00,,4,FALSE,,,,,
Artemisia tridentata,,,,1,FALSE,35.110.00,,,,
Artemisia tridentata,,35.110.00,,118,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata,35.110.02,,69,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – (Ericameria nauseosa) / Bromus tectorum,35.110.18,,22,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Ceanothus cuneatus,35.110.20,,14,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Chrysothamnus viscidiflorus / (Poa secunda),35.110.12,,8,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Ephedra nevadensis,35.110.13,,19,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Ephedra viridis / Pseudoroegneria spicata,,,12,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Ericameria nauseosa,35.110.01,,13,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Ericameria teretifolia,35.110.14,,4,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Eriogonum fasciculatum,35.110.09,,6,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata – Eriogonum wrightii,35.110.10,,6,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata / Distichlis spicata,,,3,FALSE,35.110.19,,,,
Artemisia tridentata,Artemisia tridentata / Pleuraphis jamesii,35.110.17,,3,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata spp. parishii,35.110.16,,22,FALSE,,,,,
Artemisia tridentata,Artemisia tridentata ssp. parishii,35.110.16,,8,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,,35.111.00,,34,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Artemisia tridentata ssp. spiciformis,35.111.09,,3,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Artemisia tridentata ssp. vaseyana,35.111.02,,12,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Artemisia tridentata ssp. vaseyana – Ephedra viridis,33.285.01,,11,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Artemisia tridentata ssp. vaseyana – Symphoricarpos oreophilus / Bromus carinatus,35.111.06,,38,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Artemisia tridentata ssp. vaseyana / Festuca idahoensis,35.111.07,,11,FALSE,,,,,
Artemisia tridentata ssp. vaseyana,Symphoricarpos oreophilus,35.111.08,,21,FALSE,,,,,
Arthrocnemum subterminale,,52.212.00,,1,FALSE,,,,,
Arthrocnemum subterminale,Arthrocnemum subterminale,52.212.01,,9,FALSE,,,,,
Arthrocnemum subterminale,Arthrocnemum subterminale – Sarcocornia pacifica,52.212.02,,6,FALSE,,,,,
Arundo donax,,42.080.00,,48,TRUE,,,,Merged,42.081.00
Atriplex canescens,,36.310.00,,98,FALSE,,,,,
Atriplex canescens,Atriplex canescens,36.310.01,,9,FALSE,,,,,
Atriplex canescens,Atriplex canescens – Krascheninnikovia lanata,36.310.02,,3,FALSE,,,,,
Atriplex canescens,Atriplex canescens Desert Wash,36.310.04,,1,FALSE,,,,,
Atriplex confertifolia,,36.320.00,,116,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Ambrosia dumosa,36.320.03,,37,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Ephedra nevadensis,36.320.02,,14,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Krascheninnikovia lanata,36.320.08,,36,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Lepidium fremontii,36.320.13,,15,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Lycium andersonii,36.320.07,,53,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia – Picrothamnus desertorum,36.320.14,,9,FALSE,,,,,
Atriplex confertifolia,"Atriplex confertifolia – Psorothamnus (arborescens, polydenius)",,,20,FALSE,,,,,
Atriplex confertifolia,Atriplex confertifolia Great Basin,36.320.10,,5,FALSE,,,,,
Atriplex hymenelytra,,36.330.00,,70,FALSE,,,,,
Atriplex hymenelytra,Atriplex hymenelytra,36.330.01,,32,FALSE,,,,,
Atriplex hymenelytra,Atriplex hymenelytra – Ambrosia dumosa,36.330.02,,27,FALSE,,,,,
Atriplex hymenelytra,Atriplex hymenelytra – Larrea tridentata,36.330.03,,37,FALSE,,,,,
Atriplex hymenelytra,Atriplex hymenelytra – Tidestromia oblongifolia,36.330.04,,31,FALSE,,,,,
Atriplex hymenelytra,Atriplex hymenelytra Sparse,36.330.08,,33,FALSE,,,,,
Atriplex lentiformis,,36.370.00,,31,FALSE,,,,,
Atriplex lentiformis,Atriplex lentiformis,36.370.01,,3,FALSE,,,,,
Atriplex lentiformis,Atriplex lentiformis (disturbed),,,6,FALSE,,,,,
Atriplex parryi,Atriplex parryi,36.220.01,,1,FALSE,,,,,
Atriplex polycarpa,,36.340.00,,238,FALSE,,,,,
Atriplex polycarpa,,36.340.00,,1,FALSE,,,,,
Atriplex polycarpa,Atriplex polycarpa,36.340.04,,42,FALSE,,,,,
Atriplex polycarpa,Atriplex polycarpa / Annual Herbaceous,36.340.06,,2,FALSE,,,,,
Atriplex polycarpa,Atriplex polycarpa / Annual herbaceous,36.340.06,,26,FALSE,,,,,
Atriplex prostrata – Cotula coronopifolia,Atriplex prostrata,52.211.01,,6,FALSE,,,,,
Atriplex prostrata – Cotula coronopifolia,Cotula coronopifolia,52.211.06,,1,FALSE,,,,,
Atriplex spinifera,,36.350.00,,77,FALSE,,,,,
Atriplex spinifera,Atriplex spinifera / herbaceous,36.350.02,,1,FALSE,,,,,
"Avena (barbata, fatua)",Avena barbata,44.150.01,,1,TRUE,,,,Lumped,44.150.02
"Avena (barbata, fatua)",Avena barbata – Avena fatua,44.150.02,,7,FALSE,,,,,
"Avena (barbata, fatua)",Avena fatua,44.150.04,,3,TRUE,,,,Lumped,4.150.02
Avena spp.  –  Bromus spp.,,42.026.00,,1,TRUE,,,,Merged,42.027.00
Avena spp.  –  Bromus spp.,,42.027.00,,20,FALSE,,,,,
Avena spp.  –  Bromus spp.,Avena barbata – Avena fatua,44.150.02,,1,FALSE,,,,,
Avena spp. – Bromus spp.,,,,1,FALSE,42.027.00,,,,
Avena spp. – Bromus spp.,,42.027.00,,11,FALSE,,,,,
Avena spp. – Bromus spp.,Avena barbata,44.150.01,,3,TRUE,,,,Lumped,44.150.02
Avena spp. – Bromus spp.,Avena barbata – Avena fatua,44.150.02,,32,FALSE,,,,,
Avena spp. – Bromus spp.,Avena barbata – Bromus hordeaceus,44.150.03,,7,TRUE,,,,Lumped,44.150.02
Avena spp. – Bromus spp.,Brachypodium distachyon,42.040.03,,20,FALSE,,,,,
Avena spp. – Bromus spp.,Bromus diandrus,42.026.21,,14,FALSE,,,,,
Avena spp. – Bromus spp.,Bromus diandrus – Avena spp.,42.026.22,,9,FALSE,,,,,
Avena spp. – Bromus spp.,Bromus diandrus – Mixed herbs,42.026.11,,5,FALSE,,,,,
Avena spp. – Bromus spp.,Bromus hordeaceus – (Vicia villosa – Lolium perenne) – Trifolium hirtum,42.026.19,,1,FALSE,,,,,
